AGENT.ID,TotalIn,TotalOut,Movements,NetBalance
21803,43146872,313052593,12,-269905721
21804,0,7000274,4,-7000274
21805,0,23171758,2,-23171758
21806,0,430391,1,-430391
21807,0,66135909,1,-66135909
21808,0,21248135,1,-21248135
21809,0,6033555,1,-6033555
21810,0,126365179,10,-126365179
21811,0,38182158,3,-38182158
21812,0,8014999,1,-8014999
21813,0,7850637833,7,-7850637833
21814,0,24016021,2,-24016021
21815,0,35677795,2,-35677795
21816,0,173330738,4,-173330738
21817,0,153760055,2,-153760055
21818,0,114119459,3,-114119459
21819,0,242745652,1,-242745652
21820,0,3038924,1,-3038924
21821,0,23305479,1,-23305479
21822,0,35504057,3,-35504057
21823,0,72950322,2,-72950322
21824,0,23081005,2,-23081005
21825,0,256220725,7,-256220725
21826,0,38557679,2,-38557679
21827,0,9988456,1,-9988456
21828,0,50879901,2,-50879901
21829,0,33719122,1,-33719122
21830,0,14369215,1,-14369215
21831,0,29947101,3,-29947101
21832,3478615,37427943,7,-33949328
21833,0,28556266,2,-28556266
21834,0,132473056,9,-132473056
21835,0,204647830,6,-204647830
21836,0,38576378,3,-38576378
21837,0,898609825,34,-898609825
21838,32196085,0,1,32196085
21839,0,341716216,13,-341716216
21840,0,27314136,1,-27314136
21841,0,107628529,5,-107628529
21842,79943142,1470136370,21,-1390193228
21843,880130094,48712043,69,831418051
21844,0,62988900,5,-62988900
21845,0,227580050,10,-227580050
21846,0,301030561,12,-301030561
21847,0,1814095338,37,-1814095338
21848,0,18992226,1,-18992226
21849,0,232684,1,-232684
21850,0,8935114,1,-8935114
21851,0,7322532,1,-7322532
21852,0,1247336,1,-1247336
21853,560529803,42999396,43,517530407
21854,566218974,186993802,17,379225172
21855,0,67481488,2,-67481488
21856,5741147279,2552590776,414,3188556503
21857,0,178369478,5,-178369478
21858,0,334506936,11,-334506936
21859,0,14897715,2,-14897715
21860,0,31786103,1,-31786103
21861,1198997441,3456478634,207,-2257481193
21862,1363318530,2477188136,168,-1113869606
21863,0,4633335726,2,-4633335726
21864,2869548371,477863053,114,2391685318
21865,0,1110865638,1,-1110865638
21866,19111583,81169151,6,-62057568
21867,665088054,644201217,78,20886837
21868,0,342247633,8,-342247633
21869,0,22446929,1,-22446929
21870,0,238419139,5,-238419139
21871,0,11211995,1,-11211995
21872,77421190,587513848,21,-510092658
21873,0,35201865,1,-35201865
21874,0,82962383,4,-82962383
21875,0,3099297,2,-3099297
21876,0,1285821,1,-1285821
21877,0,17230617,1,-17230617
21878,162570893,303935972,27,-141365079
21879,317426234,3372267998,50,-3054841764
21880,8439816,64366058,5,-55926242
21881,0,175424876,6,-175424876
21882,0,915475361,25,-915475361
21883,0,169406862,6,-169406862
21884,0,87479435,2,-87479435
21885,0,97593056,5,-97593056
21886,0,368332391,15,-368332391
21887,0,365464393,24,-365464393
21888,0,37037197,1,-37037197
21889,0,30911683,2,-30911683
21890,1096422598,1419594705,75,-323172107
21891,0,37212658,2,-37212658
21892,0,158881798,3,-158881798
21893,0,84655023,1,-84655023
21894,3772899,13165813,9,-9392914
21895,0,6519223,1,-6519223
21896,33331797,11079334,12,22252463
21897,0,11733331,1,-11733331
21898,0,53390182,1,-53390182
21899,0,39949592,1,-39949592
21900,1239976311,2513826228,125,-1273849917
21901,0,41168352,2,-41168352
21902,0,75941348,2,-75941348
21903,151332880,7960119,31,143372761
21904,84570571,3014592,25,81555979
21905,2989832104,4537705697,150,-1547873593
21906,0,84119734,5,-84119734
21907,19908330,28668172,7,-8759842
21908,69536948,15053269,13,54483679
21909,261252951,0,32,261252951
21910,0,7772524,1,-7772524
21911,2209274400,279587450,239,1929686950
21912,60205558,0,8,60205558
21913,0,795027485,45,-795027485
21914,0,98934053,1,-98934053
21915,606505485,7646677,66,598858808
21916,0,188905437,3,-188905437
21917,121664883,1379112500,23,-1257447617
21918,0,160927590,9,-160927590
21919,0,459355545,21,-459355545
21920,47205414,402279787,24,-355074373
21921,0,496906729,19,-496906729
21922,0,42560858,4,-42560858
21923,0,76241861,7,-76241861
21924,0,9203390,3,-9203390
21925,0,24924381,1,-24924381
21926,0,103173495,3,-103173495
21927,0,22930273,2,-22930273
21928,0,88367779,4,-88367779
21929,0,77493299,5,-77493299
21930,0,127108300,5,-127108300
21931,0,16293381,2,-16293381
21932,0,3513733,1,-3513733
21933,0,118109143,4,-118109143
21934,0,5509439217,3,-5509439217
21935,0,314400732,14,-314400732
21936,0,31851176,4,-31851176
21937,0,76059865,4,-76059865
21938,0,3297221936,11,-3297221936
21939,0,74153987,7,-74153987
21940,0,119100291,13,-119100291
21941,0,145102607,5,-145102607
21942,0,19426932,2,-19426932
21943,0,1390895766,40,-1390895766
21944,0,2516445,2,-2516445
21945,0,179532555,8,-179532555
21946,0,25880101,2,-25880101
21947,0,302949849,12,-302949849
21948,0,566425588,8,-566425588
21949,0,14516814,1,-14516814
21950,0,117916291,2,-117916291
21951,429520181,74400921,28,355119260
21952,5132014871,937556241,96,4194458630
21953,280503343,3993966221,40,-3713462878
21954,175235294,176523321,31,-1288027
21955,0,305811736,6,-305811736
21956,0,44354343,5,-44354343
21957,0,426871,1,-426871
21958,3193827,3039644,2,154183
21959,822171300,65629805,93,756541495
21960,2060420222,525924826,218,1534495396
21961,23977737,19753651,4,4224086
21962,152499155,0,20,152499155
21963,382532501,452537851,64,-70005350
21964,0,17383178,2,-17383178
21965,0,23601841,2,-23601841
21966,0,22666571,2,-22666571
21967,0,14078101,1,-14078101
21968,0,32221630,2,-32221630
21969,0,116501929,4,-116501929
21970,0,82816453,4,-82816453
21971,872794944,9438815105,22,-8566020161
21972,0,90852956,10,-90852956
21973,513118900,280192257,88,232926643
21974,287087821,65738703,57,221349118
21975,0,14047569,6,-14047569
21976,340611982,587275144,69,-246663162
21977,0,42600878,3,-42600878
21978,0,147259715,4,-147259715
21979,0,369351858,11,-369351858
21980,0,6532413,1,-6532413
21981,63669237,8306642213,14,-8242972976
21982,0,160154584,5,-160154584
21983,0,263113051,11,-263113051
21984,0,15997401,2,-15997401
21985,770937787,2214112473,64,-1443174686
21986,0,192976956,3,-192976956
21987,0,21672346,1,-21672346
21988,0,5450582,1,-5450582
21989,54965162,20390049,7,34575113
21990,72799739,136651263,22,-63851524
21991,0,35638861,3,-35638861
21992,0,93821496,5,-93821496
21993,0,321168050,13,-321168050
21994,0,7628899,1,-7628899
21995,0,85991119,1,-85991119
21996,0,33887888,1,-33887888
21997,0,159756386,6,-159756386
21998,13664827,0,7,13664827
21999,0,128692383,12,-128692383
22000,0,1624083045,33,-1624083045
22001,0,25351055,4,-25351055
22002,125096488,10185107271,36,-10060010783
22003,152678624,273158218,48,-120479594
22004,0,3904232,1,-3904232
22005,677857660,172924632,43,504933028
22006,60721889,9145981,5,51575908
22007,391262523,45522558,29,345739965
22008,253592148,142151294,13,111440854
22009,0,50078842,5,-50078842
22010,0,89357618,5,-89357618
22011,0,1987735,1,-1987735
22012,0,40615023,3,-40615023
22013,0,9744527,1,-9744527
22014,0,20033788,1,-20033788
22015,782910142,568356106,56,214554036
22016,2428723711,6057180136,265,-3628456425
22017,0,24343344,2,-24343344
22018,511523710,5743867178,38,-5232343468
22019,533976546,296961505,48,237015041
22020,0,29171154,2,-29171154
22021,606365913,229469416,65,376896497
22022,352036244,634223079,43,-282186835
22023,0,86497470,3,-86497470
22024,0,337746819,12,-337746819
22025,0,3171517334,7,-3171517334
22026,472784607,2978514070,24,-2505729463
22027,87502030,295905610,10,-208403580
22028,1022729870,580253557,85,442476313
22029,225357272,72976243,12,152381029
22030,0,40218507,4,-40218507
22031,0,16243594,3,-16243594
22032,0,122234268,6,-122234268
22033,0,226893272,8,-226893272
22034,0,54623959,17,-54623959
22035,16971882,15935696,6,1036186
22036,650487019,384508862,85,265978157
22037,79498469,1551258,25,77947211
22038,213400903,439581648,48,-226180745
22039,1390977513,16002458,74,1374975055
22040,211694411,0,35,211694411
22041,33313226,0,3,33313226
22042,0,2656575,1,-2656575
22043,0,129429648,5,-129429648
22044,0,399811851,10,-399811851
22045,0,7177431,2,-7177431
22046,0,16808584,3,-16808584
22047,798972788,3594192880,74,-2795220092
22048,0,4427257,1,-4427257
22049,0,129071361,4,-129071361
22050,0,255210428,13,-255210428
22051,177641886,25644357,3,151997529
22052,92779776,9656563600,9,-9563783824
22053,0,55685182,1,-55685182
22054,25515523,1929196753,5,-1903681230
22055,1493284892,1123908365,107,369376527
22056,275669171,41581674,48,234087497
22057,83048820,42028705,18,41020115
22058,0,184557357,11,-184557357
22059,191105103,0,6,191105103
22060,0,31733353,2,-31733353
22061,0,486136,1,-486136
22062,0,68557948,2,-68557948
22063,0,152367513,6,-152367513
22064,0,131771478,7,-131771478
22065,0,42194129,6,-42194129
22066,0,14928757,3,-14928757
22067,0,76755664,2,-76755664
22068,0,370775310,31,-370775310
22069,564772055,8310185765,77,-7745413710
22070,199558196,162540795,30,37017401
22071,0,97904725,7,-97904725
22072,138633382,316801607,23,-178168225
22073,0,2702352,1,-2702352
22074,1552440224,418219597,97,1134220627
22075,0,91532550,2,-91532550
22076,0,67482478,1,-67482478
22077,0,68188863,6,-68188863
22078,1700031459,991955599,119,708075860
22079,4893307667,756551029,505,4136756638
22080,0,188988443,11,-188988443
22081,0,21287527,3,-21287527
22082,0,186743492,5,-186743492
22083,0,7837088,2,-7837088
22084,0,29076490,2,-29076490
22085,1169746686,877719428,85,292027258
22086,0,5555495,1,-5555495
22087,0,339521677,20,-339521677
22088,0,245583264,8,-245583264
22089,0,38652288,1,-38652288
22090,0,11553346,1,-11553346
22091,56567972,72744446,5,-16176474
22092,0,1881789,1,-1881789
22093,0,28520124,1,-28520124
22094,60676555,14231928,4,46444627
22095,34449016,0,4,34449016
22096,197764875,20552375,44,177212500
22097,61012573,79597508,27,-18584935
22098,322874722,7628867,27,315245855
22099,1891542093,146383587,185,1745158506
22100,9073600,11884156,6,-2810556
22101,6618663,0,5,6618663
22102,324556230,15336933,31,309219297
22103,732299465,19660703,65,712638762
22104,45307709,0,6,45307709
22105,2753326,0,1,2753326
22106,0,76797854,5,-76797854
22107,788662202,617224696,65,171437506
22108,0,25761595,2,-25761595
22109,349581286,322134109,57,27447177
22110,0,1808682515,23,-1808682515
22111,0,61772481,4,-61772481
22112,0,7503917,2,-7503917
22113,0,11791790,3,-11791790
22114,0,168071569,7,-168071569
22115,492945883,479220348,48,13725535
22116,325549619,344866837,41,-19317218
22117,0,613348,1,-613348
22118,278334577,170102641,22,108231936
22119,0,43392556,2,-43392556
22120,0,11748608,1,-11748608
22121,0,124161280,5,-124161280
22122,0,117194715,6,-117194715
22123,110531549,181229398,17,-70697849
22124,3292993783,153806089,267,3139187694
22125,40262091,287891258,11,-247629167
22126,0,24856409,2,-24856409
22127,505326536,645559699,49,-140233163
22128,0,43982790,6,-43982790
22129,217093311,119202713,16,97890598
22130,583361610,0,33,583361610
22131,96224730,0,7,96224730
22132,0,136728196,17,-136728196
22133,1118802970,164083703,198,954719267
22134,0,178695919,5,-178695919
22135,0,9800536,2,-9800536
22136,0,13229903,1,-13229903
22137,0,667172736,18,-667172736
22138,0,35481794,3,-35481794
22139,0,113101355,5,-113101355
22140,215439067,22321711,17,193117356
22141,0,1689207322,23,-1689207322
22142,267459842,7018093035,41,-6750633193
22143,1381514746,167924548,25,1213590198
22144,309755845,1868074723,36,-1558318878
22145,0,112337086,6,-112337086
22146,759680297,316027864,64,443652433
22147,401618159,312839857,30,88778302
22148,12781475,1832132739,11,-1819351264
22149,0,6075915,1,-6075915
22150,0,56070670,4,-56070670
22151,0,65624838,6,-65624838
22152,0,23267111,1,-23267111
22153,0,11642821,1,-11642821
22154,0,107360743,7,-107360743
22155,0,63118277,6,-63118277
22156,0,22734457,2,-22734457
22157,0,2341769,1,-2341769
22158,0,9219567,1,-9219567
22159,0,9516217,2,-9516217
22160,0,35755332,4,-35755332
22161,0,56976350,5,-56976350
22162,0,99051057,4,-99051057
22163,0,190277481,9,-190277481
22164,0,2114431,1,-2114431
22165,22483669,252055326,7,-229571657
22166,0,2707882,1,-2707882
22167,0,512951192,11,-512951192
22168,287460630,0,7,287460630
22169,156113955,16835291,22,139278664
22170,127644081,26391156,25,101252925
22171,661766974,72595789,49,589171185
22172,360069,0,1,360069
22173,288850214,23741801,46,265108413
22174,0,59297956,7,-59297956
22175,495722744,115148410,58,380574334
22176,104311281,36502284,20,67808997
22177,200940336,326301210,12,-125360874
22178,0,79717878,2,-79717878
22179,0,227566334,7,-227566334
22180,111829257,5660698202,31,-5548868945
22181,911669605,949188770,160,-37519165
22182,0,157144108,7,-157144108
22183,0,21063086,1,-21063086
22184,0,53593138,6,-53593138
22185,0,57054248,6,-57054248
22186,45543105,126243549,32,-80700444
22187,0,1838881081,4,-1838881081
22188,493004503,1884841754,41,-1391837251
22189,0,81460775,7,-81460775
22190,1374371689,453244361,167,921127328
22191,0,170689531,6,-170689531
22192,73027421,290043973,22,-217016552
22193,0,1686062567,1,-1686062567
22194,0,328640480,10,-328640480
22195,0,15632900,2,-15632900
22196,12582761,4054993,5,8527768
22197,1209823044,48217352,53,1161605692
22198,24010738,653222,17,23357516
22199,125414097,414080204,52,-288666107
22200,0,7867579,1,-7867579
22201,0,17236155,2,-17236155
22202,0,4201319842,13,-4201319842
22203,0,128772681,5,-128772681
22204,0,120358188,3,-120358188
22205,6225280235,815790698,467,5409489537
22206,0,500697710,19,-500697710
22207,0,21504387,2,-21504387
22208,573035754,8730138853,104,-8157103099
22209,0,209509091,12,-209509091
22210,68247485,320283565,14,-252036080
22211,0,45667750,2,-45667750
22212,0,218924848,8,-218924848
22213,101913971,113993876,10,-12079905
22214,0,463643248,20,-463643248
22215,0,7222748821,14,-7222748821
22216,184519114,0,13,184519114
22217,180722583,94397678,21,86324905
22218,238760921,234367251,27,4393670
22219,0,1115432462,4,-1115432462
22220,139240715,278760968,15,-139520253
22221,0,137968703,6,-137968703
22222,0,13315192,1,-13315192
22223,0,78975566,3,-78975566
22224,0,768742268,30,-768742268
22225,0,233935143,20,-233935143
22226,0,6960247,1,-6960247
22227,0,80400953,1,-80400953
22228,0,9535591,1,-9535591
22229,0,641466392,5,-641466392
22230,0,6563960132,2,-6563960132
22231,1224010416,1038755114,144,185255302
22232,0,288111649,4,-288111649
22233,226607052,0,14,226607052
22234,334397634,86218921,70,248178713
22235,0,114627774,11,-114627774
22236,0,91621091,5,-91621091
22237,0,0,1,0
22238,0,58090417,4,-58090417
22239,355472324,44650700,60,310821624
22240,13369201,0,3,13369201
22241,71697119,0,5,71697119
22242,261241377,44362777,31,216878600
22243,0,24389431,4,-24389431
22244,0,9710276,1,-9710276
22245,0,96034623,5,-96034623
22246,0,129508433,9,-129508433
22247,23512833,257912650,18,-234399817
22248,0,42841202,1,-42841202
22249,0,47774977,3,-47774977
22250,0,109520568,2,-109520568
22251,41141202,0,1,41141202
22252,0,41008201,1,-41008201
22253,0,151467139,6,-151467139
22254,82902287,77577177,10,5325110
22255,485312811,461128164,43,24184647
22256,0,94528611,3,-94528611
22257,288489531,465922324,33,-177432793
22258,7756211,170636457,12,-162880246
22259,0,17530676,1,-17530676
22260,0,114797075,8,-114797075
22261,0,28701847,2,-28701847
22262,900124466,617049321,83,283075145
22263,0,29433744,2,-29433744
22264,0,76030510,7,-76030510
22265,0,50677851,1,-50677851
22266,0,66267960,2,-66267960
22267,59593189,181872392,8,-122279203
22268,0,14236759,1,-14236759
22269,397606606,407429267,16,-9822661
22270,0,66184324,1,-66184324
22271,35238191,7850695,13,27387496
22272,23793663,954783,6,22838880
22273,287361493,97293236,58,190068257
22274,2037919645,179538257,97,1858381388
22275,118628178,103814794,34,14813384
22276,0,39192691,2,-39192691
22277,260318359,754928835,32,-494610476
22278,0,259158871,16,-259158871
22279,0,281237453,4,-281237453
22280,0,16461182,1,-16461182
22281,58659024,185505905,13,-126846881
22282,0,55960686,4,-55960686
22283,0,16808982,1,-16808982
22284,0,54276220,5,-54276220
22285,266301745,342673080,39,-76371335
22286,382217760,10153881367,76,-9771663607
22287,0,51556245,2,-51556245
22288,0,312798820,6,-312798820
22289,0,22720583,3,-22720583
22290,4215736288,965437889,365,3250298399
22291,0,571777,1,-571777
22292,125780458,224651917,18,-98871459
22293,634841447,1160122836,44,-525281389
22294,0,297275010,8,-297275010
22295,0,9649978,1,-9649978
22296,105373092,8377568,4,96995524
22297,67594499,111467685,13,-43873186
22298,0,14163139,1,-14163139
22299,0,35204930,2,-35204930
22300,3630126578,1387347215,201,2242779363
22301,0,30322547,3,-30322547
22302,21434418,31292523,4,-9858105
22303,254090906,236882616,22,17208290
22304,0,17092885,1,-17092885
22305,0,106099726,1,-106099726
22306,79677643,406638598,14,-326960955
22307,0,112982188,3,-112982188
22308,460530746,120961640,70,339569106
22309,14105628,0,1,14105628
22310,17163821,351305,3,16812516
22311,0,29201409,3,-29201409
22312,0,1955677197,6,-1955677197
22313,0,220370272,8,-220370272
22314,0,79517618,2,-79517618
22315,245085712,84152034,9,160933678
22316,0,766808926,12,-766808926
22317,413206050,776252955,37,-363046905
22318,52024535,200100849,9,-148076314
22319,25925656,1342755837,63,-1316830181
22320,0,112800756,3,-112800756
22321,0,171569631,9,-171569631
22322,126696725,91044866,9,35651859
22323,22616035,0,1,22616035
22324,0,44332939,2,-44332939
22325,0,63112591,5,-63112591
22326,0,27351834,4,-27351834
22327,414093007,548748227,54,-134655220
22328,752750370,10398472784,91,-9645722414
22329,0,19616224,2,-19616224
22330,231012481,150972547,18,80039934
22331,0,23312534,1,-23312534
22332,241168468,550030149,45,-308861681
22333,0,63967268,2,-63967268
22334,273829903,341068647,26,-67238744
22335,120125703,309060218,16,-188934515
22336,0,77095897,7,-77095897
22337,3482871764,1064710786,537,2418160978
22338,0,8615314,2,-8615314
22339,0,167187028,7,-167187028
22340,0,439688931,7,-439688931
22341,0,18490365,2,-18490365
22342,0,5387998,2,-5387998
22343,0,30824369,1,-30824369
22344,182506912,95644160,14,86862752
22345,0,102919438,5,-102919438
22346,90237927,64325057,17,25912870
22347,0,19479768,2,-19479768
22348,0,15950859,1,-15950859
22349,687587252,994753560,54,-307166308
22350,0,23950532,2,-23950532
22351,176461381,302667356,18,-126205975
22352,24832921,0,4,24832921
22353,27069355,76041729,7,-48972374
22354,13563801,15483046,7,-1919245
22355,117758639,0,9,117758639
22356,2151409443,41443745,125,2109965698
22357,1776757419,137154290,233,1639603129
22358,0,31892084,3,-31892084
22359,0,2615584334,12,-2615584334
22360,0,137413894,6,-137413894
22361,146098526,109177314,28,36921212
22362,185728447,24543383,43,161185064
22363,9949021,15624983,3,-5675962
22364,0,76924925,2,-76924925
22365,355038410,1564089863,37,-1209051453
22366,0,17963069,4,-17963069
22367,248279572,105230438,79,143049134
22368,275916975,474956605,26,-199039630
22369,114650364,154785190,24,-40134826
22370,74098519,172836222,16,-98737703
22371,0,13940102,3,-13940102
22372,0,15337486,2,-15337486
22373,0,83853044,7,-83853044
22374,0,703932,1,-703932
22375,0,50840592,8,-50840592
22376,227355228,8080031,17,219275197
22377,201140836,404633444,19,-203492608
22378,616046793,173733807,71,442312986
22379,0,72474604,3,-72474604
22380,1027772953,0,45,1027772953
22381,171978708,0,12,171978708
22382,1058155442,0,76,1058155442
22383,0,2948853746,20,-2948853746
22384,0,357066493,18,-357066493
22385,0,45053419,4,-45053419
22386,0,5222413,2,-5222413
22387,88142005,43405229,12,44736776
22388,90540806,856593,5,89684213
22389,49866135,0,5,49866135
22390,11822572,111281474,7,-99458902
22391,0,164582226,10,-164582226
22392,4346608203,13184712894,193,-8838104691
22393,0,13875163,2,-13875163
22394,0,32843785,2,-32843785
22395,624573123,530294901,31,94278222
22396,404034973,330110714,48,73924259
22397,0,2778804,1,-2778804
22398,0,154857579,7,-154857579
22399,0,63175230,2,-63175230
22400,0,88504492,5,-88504492
22401,0,165427180,7,-165427180
22402,0,61008317,4,-61008317
22403,0,314879682,6,-314879682
22404,0,1529006,1,-1529006
22405,0,32315364,2,-32315364
22406,0,18390406,1,-18390406
22407,6463583,0,3,6463583
22408,1757727249,401496752,112,1356230497
22409,0,65875920,4,-65875920
22410,0,2050328217,26,-2050328217
22411,11123644,2278533,5,8845111
22412,285468595,2447145350,27,-2161676755
22413,0,43915760,3,-43915760
22414,15026021,7210255,5,7815766
22415,626103419,242767043,66,383336376
22416,0,9014979,1,-9014979
22417,0,183100156,3,-183100156
22418,0,1100775,1,-1100775
22419,0,41502191,3,-41502191
22420,0,8874319249,3,-8874319249
22421,31837676,112135061,11,-80297385
22422,0,50776981,3,-50776981
22423,417779978,129370013,38,288409965
22424,0,43263906,3,-43263906
22425,0,75849201,9,-75849201
22426,0,31270625,1,-31270625
22427,0,96930539,2,-96930539
22428,803109221,488510761,54,314598460
22429,1427502418,705498258,83,722004160
22430,2522568770,2555312108,239,-32743338
22431,0,129556177,2,-129556177
22432,76605996,87071406,5,-10465410
22433,301752697,125298589,29,176454108
22434,2863447657,695882786,184,2167564871
22435,4349471,0,1,4349471
22436,1543072568,4270207,138,1538802361
22437,0,150917446,8,-150917446
22438,572304289,6554169471,66,-5981865182
22439,0,3855548,1,-3855548
22440,0,23635255,2,-23635255
22441,0,4266275,3,-4266275
22442,0,196149313,23,-196149313
22443,1011644723,0,69,1011644723
22444,1363939783,34397363,132,1329542420
22445,131135845,417844103,28,-286708258
22446,0,31792883,2,-31792883
22447,198868555,242052946,20,-43184391
22448,0,19674195,2,-19674195
22449,20062432,222025203,14,-201962771
22450,0,22692356,2,-22692356
22451,0,25603162,5,-25603162
22452,1567855060,570619878,164,997235182
22453,0,220251556,12,-220251556
22454,20312040553,12625870554,576,7686169999
22455,0,1666496830,6,-1666496830
22456,156414791,0,22,156414791
22457,16086396,0,7,16086396
22458,254962844,1793076397,77,-1538113553
22459,0,9215894232,15,-9215894232
22460,0,2358099841,19,-2358099841
22461,98677507,357257837,42,-258580330
22462,1843988156,218602537,238,1625385619
22463,0,45219062,5,-45219062
22464,0,1294559405,46,-1294559405
22465,25211678,0,12,25211678
22466,0,15741281,1,-15741281
22467,0,7864253,2,-7864253
22468,0,10811726,3,-10811726
22469,0,9158934,1,-9158934
22470,0,23059313,3,-23059313
22471,0,42158271,5,-42158271
22472,0,200055920,11,-200055920
22473,709414982,489236748,58,220178234
22474,0,9621351,3,-9621351
22475,0,102469502,1,-102469502
22476,0,134245689,10,-134245689
22477,0,6625429,1,-6625429
22478,0,9030437,1,-9030437
22479,0,116078,1,-116078
22480,0,24684879,1,-24684879
22481,0,84042433,7,-84042433
22482,875438980,437072860,47,438366120
22483,357528885,367798853,98,-10269968
22484,0,49931808,3,-49931808
22485,0,35190186,3,-35190186
22486,0,17909355,1,-17909355
22487,0,79631622,2,-79631622
22488,0,343058854,10,-343058854
22489,0,1478714528,3,-1478714528
22490,39317873,120281811,9,-80963938
22491,139657333,71065197,12,68592136
22492,216499862,268373049,17,-51873187
22493,351826946,29761919,86,322065027
22494,131962883,0,10,131962883
22495,336568402,0,13,336568402
22496,0,5313276,3,-5313276
22497,0,65071552,2,-65071552
22498,0,1006817604,19,-1006817604
22499,386139037,19814568,18,366324469
22500,2251317762,375020636,192,1876297126
22501,0,9181818,2,-9181818
22502,0,9024881,1,-9024881
22503,70285623,294164305,17,-223878682
22504,229577014,181121092,32,48455922
22505,0,32255218,1,-32255218
22506,0,5964904,1,-5964904
22507,782811304,415583645,104,367227659
22508,0,42445791,5,-42445791
22509,485541760,487831813,77,-2290053
22510,0,76841171,8,-76841171
22511,259258578,231746934,34,27511644
22512,67000909,136296260,30,-69295351
22513,0,11026696,1,-11026696
22514,2437196479,1676185786,96,761010693
22515,49233004,197991392,33,-148758388
22516,0,34827088,4,-34827088
22517,0,14959764,2,-14959764
22518,2389629403,823521669,90,1566107734
22519,0,75614238,3,-75614238
22520,0,27578238,3,-27578238
22521,1418197,73604115,6,-72185918
22522,461403305,2956562851,34,-2495159546
22523,245059453,35292304,62,209767149
22524,0,7719449,3,-7719449
22525,0,5348914,2,-5348914
22526,0,16439166,2,-16439166
22527,0,120484178,4,-120484178
22528,0,86723917,5,-86723917
22529,0,1740899499,22,-1740899499
22530,0,89782585,6,-89782585
22531,0,61686445,6,-61686445
22532,0,250744975,10,-250744975
22533,0,2124943,1,-2124943
22534,0,36434003,1,-36434003
22535,0,7040267,1,-7040267
22536,150375112,415248212,28,-264873100
22537,0,61910710,4,-61910710
22538,0,17176075,1,-17176075
22539,0,26772664,2,-26772664
22540,197877990,253362513,35,-55484523
22541,0,9552426,1,-9552426
22542,0,1314501866,6,-1314501866
22543,9384208489,3706498254,406,5677710235
22544,0,3367206,1,-3367206
22545,943262893,416280811,80,526982082
22546,8700413,47896235,7,-39195822
22547,0,48978442,2,-48978442
22548,0,41849790,2,-41849790
22549,98663068,178338842,16,-79675774
22550,303616080,66112562,5,237503518
22551,144435468,6461779225,25,-6317343757
22552,107976482,91458665,38,16517817
22553,552200848,203058861,81,349141987
22554,19877278,42582844,18,-22705566
22555,3142105300,9139451,102,3132965849
22556,28324052,8064104,7,20259948
22557,203343002,0,22,203343002
22558,0,12488643,2,-12488643
22559,0,344930341,14,-344930341
22560,0,161262555,16,-161262555
22561,0,3745769,1,-3745769
22562,0,53589909,5,-53589909
22563,0,4943416410,18,-4943416410
22564,1399480778,89151847,144,1310328931
22565,18747346,20297225,9,-1549879
22566,389349904,0,22,389349904
22567,0,34696809,2,-34696809
22568,64991788,198212761,14,-133220973
22569,0,71306264,4,-71306264
22570,0,3686608215,1,-3686608215
22571,0,89009307,8,-89009307
22572,0,3291253,2,-3291253
22573,0,4618959,1,-4618959
22574,0,53069345,7,-53069345
22575,0,38048513,3,-38048513
22576,0,91628914,10,-91628914
22577,247847438,181864717,37,65982721
22578,0,60146856,6,-60146856
22579,273002722,111383321,41,161619401
22580,0,17986762,4,-17986762
22581,62405226,127391853,16,-64986627
22582,80518276,157606590,10,-77088314
22583,414808,44538586,7,-44123778
22584,203751846,104844503,27,98907343
22585,0,5902034,1,-5902034
22586,0,14882371,1,-14882371
22587,0,166666825,3,-166666825
22588,3057383575,112754965,177,2944628610
22589,538158324,170896669,147,367261655
22590,1796632495,354264334,97,1442368161
22591,8851523,2441046,7,6410477
22592,507409407,181774292,44,325635115
22593,0,14450774,2,-14450774
22594,0,89577836,15,-89577836
22595,259434205,110983680,37,148450525
22596,44020642,1714772584,28,-1670751942
22597,0,4980073651,5,-4980073651
22598,0,121682695,1,-121682695
22599,455785617,286380440,39,169405177
22600,123823068,134317140,18,-10494072
22601,5498631185,5511454330,389,-12823145
22602,0,122460379,5,-122460379
22603,30829451,55780521,9,-24951070
22604,138953302,238270372,33,-99317070
22605,0,64733544,4,-64733544
22606,1073364138,403414289,82,669949849
22607,773755694,234318093,57,539437601
22608,0,203214195,6,-203214195
22609,0,100117775,3,-100117775
22610,1078135699,687112193,81,391023506
22611,0,39248288,2,-39248288
22612,0,14801406,1,-14801406
22613,0,68774085,1,-68774085
22614,272611379,430972881,24,-158361502
22615,0,101048962,3,-101048962
22616,1821135772,221289508,118,1599846264
22617,133404119,78643092,28,54761027
22618,103161265,10818478,23,92342787
22619,0,21950129,1,-21950129
22620,0,4743298841,21,-4743298841
22621,0,114105509,7,-114105509
22622,0,216435903,18,-216435903
22623,49739990,32608556,16,17131434
22624,1501344013,30743453,93,1470600560
22625,628591066,0,54,628591066
22626,349150598,0,22,349150598
22627,0,11059102,1,-11059102
22628,0,44733845,2,-44733845
22629,19418381,62411241,2,-42992860
22630,0,209787626,3,-209787626
22631,0,20552635,2,-20552635
22632,19551819,81864282,9,-62312463
22633,0,132670621,6,-132670621
22634,0,40664830,2,-40664830
22635,0,58741450,3,-58741450
22636,0,22709768,1,-22709768
22637,510296955,59119757,53,451177198
