timestamp,cash,altcoin,value,exposure
1738209600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738224000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738238400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738252800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738267200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738281600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738296000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738310400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738324800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738339200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738353600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738368000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738382400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738396800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738411200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738425600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738440000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738454400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738468800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738483200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738497600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738512000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738526400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738540800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738555200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738569600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738584000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738598400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738612800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738627200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738641600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738656000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738670400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738684800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738699200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738713600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738728000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738742400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738756800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738771200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738785600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738800000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738814400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738828800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738843200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738857600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738872000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738886400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738900800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738915200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738929600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738944000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738958400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738972800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738987200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739001600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739016000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739030400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739044800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739059200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739073600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1739088000000,1002504.6175224034,0.0,1002504.6175224034,0.0
